"geodatasource_country","geodatasource_region","amchart_country","amchart_id"
"MK","Cesinovo-Oblesevo","MK","MK-81"
"MK","Cucer Sandevo","MK","MK-82"
"MK","Debar","MK","MK-21"
"MK","Debarca","MK","MK-22"
"MK","Delcevo","MK","MK-23"
"MK","Demir Hisar","MK","MK-25"
"MK","Demir Kapija","MK","MK-24"
"MK","Dojran","MK","MK-26"
"MK","Dolneni","MK","MK-27"
"MK","Gevgelija","MK","MK-18"
"MK","Gostivar","MK","MK-19"
"MK","Ilinden","MK","MK-34"
"MK","Jegunovce","MK","MK-35"
"MK","Karbinci","MK","MK-37"
"MK","Kavadarci","MK","MK-36"
"MK","Kicevo","MK","MK-40"
"MK","Kocani","MK","MK-42"
"MK","Kratovo","MK","MK-43"
"MK","Kriva Palanka","MK","MK-44"
"MK","Krusevo","MK","MK-46"
"MK","Kumanovo","MK","MK-47"
"MK","Lipkovo","MK","MK-48"
"MK","Lozovo","MK","MK-49"
"MK","Makedonska Kamenica","MK","MK-51"
"MK","Makedonski Brod","MK","MK-52"
"MK","Negotino","MK","MK-54"
"MK","Novo Selo","MK","MK-56"
"MK","Ohrid","MK","MK-58"
"MK","Pehcevo","MK","MK-60"
"MK","Petrovec","MK","MK-59"
"MK","Plasnica","MK","MK-61"
"MK","Prilep","MK","MK-62"
"MK","Probistip","MK","MK-63"
"MK","Radovis","MK","MK-64"
"MK","Rankovce","MK","MK-65"
"MK","Resen","MK","MK-66"
"MK","Rosoman","MK","MK-67"
"MK","Skopje","MK","MK-79"
"MK","Sopiste","MK","MK-70"
"MK","Stip","MK","MK-83"
"MK","Struga","MK","MK-72"
"MK","Strumica","MK","MK-73"
"MK","Studenicani","MK","MK-74"
"MK","Sveti Nikole","MK","MK-69"
"MK","Tearce","MK","MK-75"
"MK","Tetovo","MK","MK-76"
"MK","Valandovo","MK","MK-10"
"MK","Veles","MK","MK-13"
"MK","Vinica","MK","MK-14"
"MK","Vrapciste","MK","MK-16"
"MK","Zelenikovo","MK","MK-32"
"MK","Zelino","MK","MK-30"
"MK","Aracinovo","MK","MK-02"
"MK","Caska","MK","MK-80"
"MK","Gradsko","MK","MK-20"
"MK","Konce","MK","MK-41"
"MK","Krivogastani","MK","MK-45"
"MK","Mavrovo i Rostusa","MK","MK-50"
"MK","Mogila","MK","MK-53"
"MK","Novaci","MK","MK-55"
"MK","Staro Nagoricane","MK","MK-71"
"MK","Vasilevo","MK","MK-11"
"MK","Vevcani","MK","MK-12"
"MK","Zrnovci","MK","MK-33"
"ML","Bamako","ML","ML-BKO"
"ML","Gao","ML","ML-7"
"ML","Kayes","ML","ML-1"
"ML","Kidal","ML","ML-8"
"ML","Koulikoro","ML","ML-2"
"ML","Mopti","ML","ML-5"
"ML","Segou","ML","ML-4"
"ML","Sikasso","ML","ML-3"
"ML","Tombouctou","ML","ML-6"
"MM","Ayeyarwady","MM","MM-07"
"MM","Bago","MM","MM-02"
"MM","Kachin","MM","MM-11"
"MM","Magway","MM","MM-03"
"MM","Mandalay","MM","MM-04"
"MM","Mon","MM","MM-15"
"MM","Nay Pyi Taw","MM","MM-04"
"MM","Rakhine","MM","MM-16"
"MM","Shan","MM","MM-17"
"MM","Tanintharyi","MM","MM-05"
"MM","Yangon","MM","MM-06"
"MM","Chin","MM","MM-14"
"MM","Kayah","MM","MM-12"
"MM","Kayin","MM","MM-13"
"MM","Sagaing","MM","MM-01"
"MN","Bayan-Olgiy","MN","MN-071"
"MN","Bulgan","MN","MN-067"
"MN","Darhan uul","MN","MN-037"
"MN","Dornogovi","MN","MN-063"
"MN","Govi-Altay","MN","MN-065"
"MN","Hovd","MN","MN-043"
"MN","Omnogovi","MN","MN-053"
"MN","Orhon","MN","MN-035"
"MN","Ovorhangay","MN","MN-055"
"MN","Selenge","MN","MN-049"
"MN","Tov","MN","MN-047"
"MN","Ulaanbaatar","MN","MN-1"
"MN","Arhangay","MN","MN-073"
"MN","Bayanhongor","MN","MN-069"
"MN","Dornod","MN","MN-061"
"MN","Dundgovi","MN","MN-059"
"MN","Dzavhan","MN","MN-057"
"MN","Govi-Sumber","MN","MN-064"
"MN","Hentiy","MN","MN-039"
"MN","Hovsgol","MN","MN-041"
"MN","Suhbaatar","MN","MN-051"
"MN","Uvs","MN","MN-046"
"MO","Macao","MO","MO-01"
"MP","Northern Mariana Islands","MP","MP-NI"
"MP","Northern Mariana Islands","MP","MP-SA"
"MP","Northern Mariana Islands","MP","MP-TI"
"MP","Northern Mariana Islands","MP","MP-RO"
"MQ","Martinique","MQ","MQ"
"MR","Dakhlet Nouadhibou","MR","MR-08"
"MR","Guidimaka","MR","MR-10"
"MR","Nouakchott Nord","MR","MR-13"
"MR","Tiris Zemmour","MR","MR-11"
"MR","Adrar","MR","MR-07"
"MR","Assaba","MR","MR-03"
"MR","Brakna","MR","MR-05"
"MR","Gorgol","MR","MR-04"
"MR","Hodh ech Chargui","MR","MR-01"
"MR","Hodh el Gharbi","MR","MR-02"
"MR","Inchiri","MR","MR-12"
"MR","Tagant","MR","MR-09"
"MR","Trarza","MR","MR-06"
"MS","Saint Anthony","MS","MS"
"MS","Saint Peter","MS","MS"
"MT","Attard","MT","MT_CE"
"MT","Balzan","MT","MT_CE"
"MT","Birgu","MT","MT_SE"
"MT","Birkirkara","MT","MT_CE"
"MT","Birzebbuga","MT","MT_SO"
"MT","Bormla","MT","MT_SE"
"MT","Dingli","MT","MT_NO"
"MT","Fgura","MT","MT_SE"
"MT","Floriana","MT","MT_SE"
"MT","Fontana","MT","MT_GO"
"MT","Ghajnsielem","MT","MT_GO"
"MT","Gharb","MT","MT_GO"
"MT","Gharghur","MT","MT_NO"
"MT","Ghasri","MT","MT_GO"
"MT","Ghaxaq","MT","MT_SO"
"MT","Gudja","MT","MT_SO"
"MT","Gzira","MT","MT_CE"
"MT","Hamrun","MT","MT_SO"
"MT","Iklin","MT","MT_CE"
"MT","Isla","MT","MT_SE"
"MT","Kalkara","MT","MT_SE"
"MT","Kercem","MT","MT_GO"
"MT","Kirkop","MT","MT_SO"
"MT","Lija","MT","MT_CE"
"MT","Luqa","MT","MT_SO"
"MT","Marsa","MT","MT_SE"
"MT","Marsaskala","MT","MT_SE"
"MT","Marsaxlokk","MT","MT_SE"
"MT","Mdina","MT","MT_NO"
"MT","Mellieha","MT","MT_NO"
"MT","Mgarr","MT","MT_NO"
"MT","Mosta","MT","MT_NO"
"MT","Mqabba","MT","MT_SO"
"MT","Msida","MT","MT_CE"
"MT","Mtarfa","MT","MT_NO"
"MT","Munxar","MT","MT_GO"
"MT","Nadur","MT","MT_GO"
"MT","Naxxar","MT","MT_NO"
"MT","Paola","MT","MT_SE"
"MT","Pembroke","MT","MT_NO"
"MT","Pieta","MT","MT_CE"
"MT","Qala","MT","MT_GO"
"MT","Qormi","MT","MT_SO"
"MT","Qrendi","MT","MT_SO"
"MT","Rabat Gozo","MT","MT_GO"
"MT","Rabat Malta","MT","MT_NO"
"MT","Safi","MT","MT_SO"
"MT","Saint John","MT","MT_CE"
"MT","Saint Julian's","MT","MT_CE"
"MT","Saint Lucia's","MT","MT_SO"
"MT","Saint Paul's Bay","MT","MT_NO"
"MT","Sannat","MT","MT_GO"
"MT","Santa Venera","MT","MT_CE"
"MT","Siggiewi","MT","MT_SO"
"MT","Sliema","MT","MT_CE"
"MT","Swieqi","MT","MT_NO"
"MT","Ta' Xbiex","MT","MT_CE"
"MT","Tarxien","MT","MT_SE"
"MT","Valletta","MT","MT_SE"
"MT","Xaghra","MT","MT_GO"
"MT","Xewkija","MT","MT_GO"
"MT","Xghajra","MT","MT_SE"
"MT","Zabbar","MT","MT_SE"
"MT","Zebbug Gozo","MT","MT_GO"
"MT","Zejtun","MT","MT_SE"
"MT","Zurrieq","MT","MT_SO"
"MU","Black River","MU","MU-RN"
"MU","Flacq","MU","MU-FL"
"MU","Grand Port","MU","MU-GP"
"MU","Moka","MU","MU-MO"
"MU","Pamplemousses","MU","MU-PA"
"MU","Plaines Wilhems","MU","MU-PW"
"MU","Port Louis","MU","MU-PL"
"MU","Riviere du Rempart","MU","MU-RR"
"MU","Rodrigues Islands","MU","MU-MO"
"MU","Savanne","MU","MU-SA"
"MU","Agalega Islands","MU","MU-MO"
"MV","Alifu Alifu","MV","MV-MV"
"MV","Baa","MV","MV-MV"
"MV","Gaafu Dhaalu","MV","MV-MV"
"MV","Haa Dhaalu","MV","MV-MV"
"MV","Kaafu","MV","MV-MV"
"MV","Laamu","MV","MV-MV"
"MV","Maale","MV","MV-MV"
"MV","Meemu","MV","MV-MV"
"MV","Noonu","MV","MV-MV"
"MV","Raa","MV","MV-MV"
"MV","Seenu","MV","MV-MV"
"MV","Vaavu","MV","MV-MV"
"MV","Dhaalu","MV","MV-MV"
"MV","Gnaviyani","MV","MV-MV"
"MV","Haa Alifu","MV","MV-MV"
"MV","Shaviyani","MV","MV-MV"
"MV","Thaa","MV","MV-MV"
"MW","Balaka","MW","MW-BA"
"MW","Blantyre","MW","MW-BL"
"MW","Dowa","MW","MW-DO"
"MW","Lilongwe","MW","MW-LI"
"MW","Machinga","MW","MW-MA"
"MW","Mangochi","MW","MW-MG"
"MW","Mzimba","MW","MW-MZ"
"MW","Ntchisi","MW","MW-NI"
"MW","Salima","MW","MW-SA"
"MW","Zomba","MW","MW-ZO"
"MW","Chikwawa","MW","MW-CK"
"MW","Chiradzulu","MW","MW-CR"
"MW","Chitipa","MW","MW-CT1"
"MW","Dedza","MW","MW-DE"
"MW","Karonga","MW","MW-CT1"
"MW","Kasungu","MW","MW-KS"
"MW","Likoma","MW","MW-NA"
"MW","Mchinji","MW","MW-MC"
"MW","Mulanje","MW","MW-MJ"
"MW","Mwanza","MW","MW-MW2"
"MW","Neno","MW","MW-MW1"
"MW","Nkhata Bay","MW","MW-NA"
"MW","Nkhotakota","MW","MW-NK"
"MW","Nsanje","MW","MW-NS"
"MW","Ntcheu","MW","MW-NU"
"MW","Phalombe","MW","MW-PH"
"MW","Rumphi","MW","MW-RU"
"MW","Thyolo","MW","MW-TH"
"MX","Aguascalientes","MX","MX-AGU"
"MX","Baja California","MX","MX-BCN"
"MX","Baja California Sur","MX","MX-BCS"
"MX","Campeche","MX","MX-CAM"
"MX","Chiapas","MX","MX-CHP"
"MX","Chihuahua","MX","MX-CHH"
"MX","Ciudad de Mexico","MX","MX-MEX"
"MX","Coahuila de Zaragoza","MX","MX-COA"
"MX","Colima","MX","MX-COL"
"MX","Durango","MX","MX-DUR"
"MX","Guanajuato","MX","MX-GUA"
"MX","Guerrero","MX","MX-GRO"
"MX","Hidalgo","MX","MX-HID"
"MX","Jalisco","MX","MX-JAL"
"MX","Mexico","MX","MX-MEX"
"MX","Michoacan de Ocampo","MX","MX-MIC"
"MX","Morelos","MX","MX-MOR"
"MX","Nayarit","MX","MX-NAY"
"MX","Nuevo Leon","MX","MX-NEL"
"MX","Oaxaca","MX","MX-OAX"
"MX","Puebla","MX","MX-PUE"
"MX","Queretaro","MX","MX-QUE"
"MX","Quintana Roo","MX","MX-ROO"
"MX","San Luis Potosi","MX","MX-SLP"
"MX","Sinaloa","MX","MX-SIN"
"MX","Sonora","MX","MX-SON"
"MX","Tabasco","MX","MX-TAB"
"MX","Tamaulipas","MX","MX-TAM"
"MX","Tlaxcala","MX","MX-TLA"
"MX","Veracruz de Ignacio de la Llave","MX","MX-VER"
"MX","Yucatan","MX","MX-YUC"
"MX","Zacatecas","MX","MX-ZAC"
"MY","Johor","MY","MY-01"
"MY","Kedah","MY","MY-02"
"MY","Kelantan","MY","MY-03"
"MY","Melaka","MY","MY-04"
"MY","Negeri Sembilan","MY","MY-05"
"MY","Pahang","MY","MY-06"
"MY","Perak","MY","MY-08"
"MY","Perlis","MY","MY-09"
"MY","Pulau Pinang","MY","MY-07"
"MY","Sabah","MY","MY-12"
"MY","Sarawak","MY","MY-13"
"MY","Selangor","MY","MY-10"
"MY","Terengganu","MY","MY-11"
"MY","Wilayah Persekutuan Kuala Lumpur","MY","MY-14"
"MY","Wilayah Persekutuan Labuan","MY","MY-15"
"MY","Wilayah Persekutuan Putrajaya","MY","MY-16"
"MZ","Cabo Delgado","MZ","MZ-P"
"MZ","Gaza","MZ","MZ-G"
"MZ","Inhambane","MZ","MZ-I"
"MZ","Manica","MZ","MZ-B"
"MZ","Maputo","MZ","MZ-L"
"MZ","Nampula","MZ","MZ-N"
"MZ","Niassa","MZ","MZ-A"
"MZ","Sofala","MZ","MZ-S"
"MZ","Tete","MZ","MZ-T"
"MZ","Zambezia","MZ","MZ-Q"
"NA","Erongo","NA","NA-ER"
"NA","Hardap","NA","NA-HA"
"NA","Karas","NA","NA-KA"
"NA","Kavango East","NA","NA-KE"
"NA","Khomas","NA","NA-KH"
"NA","Kunene","NA","NA-KU"
"NA","Ohangwena","NA","NA-OW"
"NA","Omaheke","NA","NA-OH"
"NA","Omusati","NA","NA-OS"
"NA","Oshana","NA","NA-ON"
"NA","Oshikoto","NA","NA-OT"
"NA","Otjozondjupa","NA","NA-OD"
"NA","Zambezi","NA","NA-CA"
"NC","Province Nord","NC","NC-NO"
"NC","Province Sud","NC","NC-SU"
"NC","Province des iles Loyaute","NC","NC-IL"
"NE","Agadez","NE","NE-1"
"NE","Diffa","NE","NE-2"
"NE","Dosso","NE","NE-3"
"NE","Maradi","NE","NE-4"
"NE","Niamey","NE","NE-8"
"NE","Tahoua","NE","NE-5"
"NE","Tillaberi","NE","NE-6"
"NE","Zinder","NE","NE-7"
"NF","Norfolk Island","NF",""
"NG","Abia","NG","NG-AB"
"NG","Abuja Federal Capital Territory","NG","NG-FC"
"NG","Adamawa","NG","NG-AD"
"NG","Akwa Ibom","NG","NG-AK"
"NG","Anambra","NG","NG-AN"
"NG","Bauchi","NG","NG-BA"
"NG","Bayelsa","NG","NG-BY"
"NG","Benue","NG","NG-BE"
"NG","Borno","NG","NG-BO"
"NG","Cross River","NG","NG-CR"
"NG","Delta","NG","NG-DE"
"NG","Ebonyi","NG","NG-EB"
"NG","Edo","NG","NG-ED"
"NG","Ekiti","NG","NG-EK"
"NG","Enugu","NG","NG-EN"
"NG","Gombe","NG","NG-GO"
"NG","Imo","NG","NG-IM"
"NG","Jigawa","NG","NG-JI"
"NG","Kaduna","NG","NG-KD"
"NG","Kano","NG","NG-KN"
"NG","Katsina","NG","NG-KT"
"NG","Kebbi","NG","NG-KE"
"NG","Kogi","NG","NG-KO"
"NG","Kwara","NG","NG-KW"
"NG","Lagos","NG","NG-LA"
"NG","Nasarawa","NG","NG-NA"
"NG","Niger","NG","NG-NI"
"NG","Ogun","NG","NG-OG"
"NG","Ondo","NG","NG-ON"
"NG","Osun","NG","NG-OS"
"NG","Oyo","NG","NG-OY"
"NG","Plateau","NG","NG-PL"
"NG","Rivers","NG","NG-RI"
"NG","Sokoto","NG","NG-SO"
"NG","Taraba","NG","NG-TA"
"NG","Yobe","NG","NG-YO"
"NG","Zamfara","NG","NG-ZA"
"NI","Boaco","NI","NI-BO"
"NI","Carazo","NI","NI-CA"
"NI","Chinandega","NI","NI-CI"
"NI","Chontales","NI","NI-CO"
"NI","Costa Caribe Sur","NI","NI-AS"
"NI","Esteli","NI","NI-ES"
"NI","Granada","NI","NI-GR"
"NI","Jinotega","NI","NI-JI"
"NI","Leon","NI","NI-LE"
"NI","Madriz","NI","NI-MD"
"NI","Managua","NI","NI-MN"
"NI","Masaya","NI","NI-MS"
"NI","Matagalpa","NI","NI-MT"
"NI","Nueva Segovia","NI","NI-NS"
"NI","Rio San Juan","NI","NI-SJ"
"NI","Rivas","NI","NI-RI"
"NI","Costa Caribe Norte","NI","NI-AN"
"NL","Drenthe","NL","NL-DR"
"NL","Flevoland","NL","NL-FL"
"NL","Fryslan","NL","NL-FR"
"NL","Gelderland","NL","NL-GE"
"NL","Groningen","NL","NL-GR"
"NL","Limburg","NL","NL-LI"
"NL","Noord-Brabant","NL","NL-NB"
"NL","Noord-Holland","NL","NL-NH"
"NL","Overijssel","NL","NL-OV"
"NL","Utrecht","NL","NL-UT"
"NL","Zeeland","NL","NL-ZE"
"NL","Zuid-Holland","NL","NL-ZH"
"NO","Akershus","NO","NO-02"
"NO","Aust-Agder","NO","NO-09"
"NO","Buskerud","NO","NO-06"
"NO","Finnmark","NO","NO-20"
"NO","Hedmark","NO","NO-04"
"NO","Hordaland","NO","NO-12"
"NO","More og Romsdal","NO","NO-15"
"NO","Nord-Trondelag","NO","NO-17"
"NO","Nordland","NO","NO-18"
"NO","Oppland","NO","NO-05"
"NO","Oslo","NO","NO-03"
"NO","Ostfold","NO","NO-01"
"NO","Rogaland","NO","NO-11"
"NO","Sogn og Fjordane","NO","NO-14"
"NO","Sor-Trondelag","NO","NO-16"
"NO","Telemark","NO","NO-08"
"NO","Troms","NO","NO-19"
"NO","Vest-Agder","NO","NO-10"
"NO","Vestfold","NO","NO-07"
"NP","Bagmati","NP","NP-BA"
"NP","Bheri","NP","NP-BH"
"NP","Dhawalagiri","NP","NP-DH"
"NP","Gandaki","NP","NP-GA"
"NP","Janakpur","NP","NP-JA"
"NP","Kosi","NP","NP-KO"
"NP","Lumbini","NP","NP-LU"
"NP","Mahakali","NP","NP-MA"
"NP","Mechi","NP","NP-ME"
"NP","Narayani","NP","NP-NA"
"NP","Rapti","NP","NP-RA"
"NP","Sagarmatha","NP","NP-SA"
"NP","Seti","NP","NP-SE"
"NP","Karnali","NP","NP-KA"
"NR","Yaren","NR","NR"
"NR","Aiwo","NR","NR"
"NR","Anabar","NR","NR"
"NR","Anetan","NR","NR"
"NR","Anibare","NR","NR"
"NR","Baitsi","NR","NR"
"NR","Buada","NR","NR"
"NR","Ewa","NR","NR"
"NR","Ijuw","NR","NR"
"NR","Uaboe","NR","NR"
"NU","Niue","NU","NU"
"NZ","Auckland","NZ","NZ-AUK"
"NZ","Bay of Plenty","NZ","NZ-BOP"
"NZ","Canterbury","NZ","NZ-CAN"
"NZ","Chatham Islands Territory","NZ","NZ-CIT"
"NZ","Gisborne","NZ","NZ-GIS"
"NZ","Hawke's Bay","NZ","NZ-HKB"
"NZ","Manawatu-Wanganui","NZ","NZ-MWT"
"NZ","Marlborough","NZ","NZ-MBH"
"NZ","Nelson","NZ","NZ-NSN"
"NZ","Northland","NZ","NZ-NTL"
"NZ","Otago","NZ","NZ-OTA"
"NZ","Southland","NZ","NZ-STL"
"NZ","Taranaki","NZ","NZ-TKI"
"NZ","Tasman","NZ","NZ-TAS"
"NZ","Waikato","NZ","NZ-WKO"
"NZ","Wellington","NZ","NZ-WGN"
"NZ","West Coast","NZ","NZ-WTC"
"OM","Ad Dakhiliyah","OM","OM-DA"
"OM","Al Buraymi","OM","OM-BU"
"OM","Al Wusta","OM","OM-WU"
"OM","Az Zahirah","OM","OM-ZA"
"OM","Janub al Batinah","OM","OM-BAS"
"OM","Janub ash Sharqiyah","OM","OM-SHS"
"OM","Masqat","OM","OM-MA"
"OM","Musandam","OM","OM-MU"
"OM","Shamal al Batinah","OM","OM-BAN"
"OM","Shamal ash Sharqiyah","OM","OM-SHN"
"OM","Zufar","OM","OM-ZU"
"PA","Bocas del Toro","PA","PA-1"
"PA","Chiriqui","PA","PA-4"
"PA","Cocle","PA","PA-2"
"PA","Colon","PA","PA-3"
"PA","Darien","PA","PA-5"
"PA","Herrera","PA","PA-6"
"PA","Los Santos","PA","PA-7"
"PA","Ngobe-Bugle","PA","PA-NB"
"PA","Panama","PA","PA-8"
"PA","Veraguas","PA","PA-9"
"PA","Embera","PA","PA-EM"
"PA","Guna Yala","PA","PA-KY"
"PE","Amazonas","PE","PE-AMA"
"PE","Ancash","PE","PE-ANC"
"PE","Apurimac","PE","PE-APU"
"PE","Arequipa","PE","PE-ARE"
"PE","Ayacucho","PE","PE-AYA"
"PE","Cajamarca","PE","PE-CAJ"
"PE","Cusco","PE","PE-CUS"
"PE","El Callao","PE","PE-CAL"
"PE","Huancavelica","PE","PE-HUV"
"PE","Huanuco","PE","PE-HUC"
"PE","Ica","PE","PE-ICA"
"PE","Junin","PE","PE-JUN"
"PE","La Libertad","PE","PE-LAL"
"PE","Lambayeque","PE","PE-LAM"
"PE","Lima","PE","PE-LIM"
"PE","Loreto","PE","PE-LOR"
"PE","Madre de Dios","PE","PE-MDD"
"PE","Moquegua","PE","PE-MOQ"
"PE","Pasco","PE","PE-PAS"
"PE","Piura","PE","PE-PIU"
"PE","Puno","PE","PE-PUN"
"PE","San Martin","PE","PE-SAM"
"PE","Tacna","PE","PE-TAC"
"PE","Tumbes","PE","PE-TUM"
"PE","Ucayali","PE","PE-UCA"
"PF","Iles Marquises","PF","PF-MI"
"PF","Iles Sous-le-Vent","PF","PF-LI"
"PF","Iles Tuamotu-Gambier","PF","PF-TG"
"PF","Iles du Vent","PF","PF-WI"
"PF","Iles Australes","PF","PF-TI"
"PG","Central","PG","PG-CPM"
"PG","East New Britain","PG","PG-EBR"
"PG","Eastern Highlands","PG","PG-EHG"
"PG","Madang","PG","PG-MPM"
"PG","Manus","PG","PG-MRL"
"PG","Morobe","PG","PG-MPL"
"PG","National Capital District (Port Moresby)","PG","PG-NCD"
"PG","New Ireland","PG","PG-NIK"
"PG","Southern Highlands","PG","PG-SHM"
"PG","Western Highlands","PG","PG-WHM"
"PG","Bougainville","PG","PG-NSB"
"PG","Chimbu","PG","PG-CPK"
"PG","East Sepik","PG","PG-ESW"
"PG","Enga","PG","PG-EPW"
"PG","Gulf","PG","PG-GPK"
"PG","Milne Bay","PG","PG-MBA"
"PG","Northern","PG","PG-NPP"
"PG","West New Britain","PG","PG-WBK"
"PG","West Sepik","PG","PG-SAN"
"PG","Western","PG","PG-WPD"
"PH","Abra","PH","PH-ABR"
"PH","Agusan del Norte","PH","PH-AGN"
"PH","Agusan del Sur","PH","PH-AGS"
"PH","Aklan","PH","PH-AKL"
"PH","Albay","PH","PH-ALB"
"PH","Antique","PH","PH-ANT"
"PH","Apayao","PH","PH-APA"
"PH","Aurora","PH","PH-AUR"
"PH","Basilan","PH","PH-BAS"
"PH","Bataan","PH","PH-BAN"
"PH","Batanes","PH","PH-BTN"
"PH","Batangas","PH","PH-BTG"
"PH","Benguet","PH","PH-BEN"
"PH","Biliran","PH","PH-BIL"
"PH","Bohol","PH","PH-BOH"
"PH","Bukidnon","PH","PH-BUK"
"PH","Bulacan","PH","PH-BUL"
"PH","Cagayan","PH","PH-CAG"
"PH","Camarines Norte","PH","PH-CAN"
"PH","Camarines Sur","PH","PH-CAS"
"PH","Camiguin","PH","PH-CAM"
"PH","Capiz","PH","PH-CAP"
"PH","Catanduanes","PH","PH-CAT"
"PH","Cavite","PH","PH-CAV"
"PH","Cebu","PH","PH-CEB"
"PH","Compostela Valley","PH","PH-COM"
"PH","Cotabato","PH","PH-NCO"
"PH","Davao Oriental","PH","PH-DAO"
"PH","Davao del Norte","PH","PH-DAV"
"PH","Davao del Sur","PH","PH-DAS"
"PH","Dinagat Islands","PH","PH-DIN"
"PH","Eastern Samar","PH","PH-EAS"
"PH","Guimaras","PH","PH-GUI"
"PH","Ifugao","PH","PH-IFU"
"PH","Ilocos Norte","PH","PH-ILN"
"PH","Ilocos Sur","PH","PH-ILS"
"PH","Iloilo","PH","PH-ILI"
"PH","Isabela","PH","PH-ISA"
"PH","La Union","PH","PH-LUN"
"PH","Laguna","PH","PH-LAG"
"PH","Lanao del Norte","PH","PH-LAN"
"PH","Lanao del Sur","PH","PH-LAS"
"PH","Leyte","PH","PH-LEY"
"PH","Maguindanao","PH","PH_MG"
"PH","Marinduque","PH","PH-MAD"
"PH","Masbate","PH","PH-MAS"
"PH","Mindoro Occidental","PH","PH-MDC"
"PH","Mindoro Oriental","PH","PH-MDR"
"PH","Misamis Occidental","PH","PH-MSC"
"PH","Misamis Oriental","PH","PH-MSR"
"PH","Mountain Province","PH","PH-MOU"
"PH","National Capital Region","PH","PH-MNL"
"PH","Negros Occidental","PH","PH-NEC"
"PH","Negros Oriental","PH","PH-NER"
"PH","Northern Samar","PH","PH-NSA"
"PH","Nueva Ecija","PH","PH-NUE"
"PH","Nueva Vizcaya","PH","PH-NUV"
"PH","Palawan","PH","PH-PLW"
"PH","Pampanga","PH","PH-PAM"
"PH","Pangasinan","PH","PH-PAN"
"PH","Quezon","PH","PH-QUE"
"PH","Quirino","PH","PH-QUI"
"PH","Rizal","PH","PH-RIZ"
"PH","Romblon","PH","PH-ROM"
"PH","Samar","PH","PH-WSA"
"PH","Sarangani","PH","PH-SAR"
"PH","Siquijor","PH","PH-SIG"
"PH","Sorsogon","PH","PH-SOR"
"PH","South Cotabato","PH","PH-SCO"
"PH","Southern Leyte","PH","PH-SLE"
"PH","Sultan Kudarat","PH","PH-SUK"
"PH","Sulu","PH","PH-SLU"
"PH","Surigao del Norte","PH","PH-SUN"
"PH","Surigao del Sur","PH","PH-SUR"
"PH","Tarlac","PH","PH-TAR"
"PH","Tawi-Tawi","PH","PH-TAW"
"PH","Zambales","PH","PH-ZMB"
"PH","Zamboanga Sibugay","PH","PH-ZSI"
"PH","Zamboanga del Norte","PH","PH-ZAN"
"PH","Zamboanga del Sur","PH","PH-ZAS"
"PH","Kalinga","PH","PH-KAL"
"PK","Azad Jammu and Kashmir","PK","PK-JK"
"PK","Balochistan","PK","PK-BA"
"PK","Federally Administered Tribal Areas","PK","PK-TA"
"PK","Gilgit-Baltistan","PK","PK-GB"
"PK","Islamabad","PK","PK-IS"
"PK","Khyber Pakhtunkhwa","PK","PK-KP"
"PK","Punjab","PK","PK-PB"
"PK","Sindh","PK","PK-SD"
"PL","Dolnoslaskie","PL","PL-DS"
"PL","Kujawsko-pomorskie","PL","PL-KP"
"PL","Lodzkie","PL","PL-LD"
"PL","Lubelskie","PL","PL-LU"
"PL","Lubuskie","PL","PL-LB"
"PL","Malopolskie","PL","PL-MA"
"PL","Mazowieckie","PL","PL-MZ"
"PL","Opolskie","PL","PL-OP"
"PL","Podkarpackie","PL","PL-PK"
"PL","Podlaskie","PL","PL-PD"
"PL","Pomorskie","PL","PL-PM"
"PL","Slaskie","PL","PL-SL"
"PL","Swietokrzyskie","PL","PL-SK"
"PL","Warminsko-mazurskie","PL","PL-WN"
"PL","Wielkopolskie","PL","PL-WP"
"PL","Zachodniopomorskie","PL","PL-ZP"
"PM","Saint Pierre and Miquelon","PM","PM-ML"
"PM","Saint Pierre and Miquelon","PM","PM-SP"
"PN","Pitcairn","PN","PN"
"PR","Adjuntas","PR","PR-AJ"
"PR","Aguada","PR","PR-AD"
"PR","Aguadilla","PR","PR-AL"
"PR","Aguas Buenas","PR","PR-AB"
"PR","Aibonito","PR","PR-AI"
"PR","Anasco","PR","PR-AN"
"PR","Arecibo","PR","PR-AC"
"PR","Arroyo","PR","PR-AR"
"PR","Barceloneta","PR","PR-BC"
"PR","Barranquitas","PR","PR-BQ"
"PR","Bayamon","PR","PR-BY"
"PR","Cabo Rojo","PR","PR-CR"
"PR","Caguas","PR","PR-CG"
"PR","Camuy","PR","PR-CA"
"PR","Canovanas","PR","PR-CV"
"PR","Carolina","PR","PR-CN"
"PR","Catano","PR","PR-CT"
"PR","Cayey","PR","PR-CY"
"PR","Ceiba","PR","PR-CB"
"PR","Ciales","PR","PR-CL"
"PR","Cidra","PR","PR-CD"
"PR","Coamo","PR","PR-CO"
"PR","Comerio","PR","PR-CM"
"PR","Corozal","PR","PR-CZ"
"PR","Culebra","PR","PR-CU"
"PR","Dorado","PR","PR-DO"
"PR","Fajardo","PR","PR-FJ"
"PR","Florida","PR","PR-FL"
"PR","Guanica","PR","PR-GC"
"PR","Guayama","PR","PR-GM"
"PR","Guayanilla","PR","PR-GL"
"PR","Guaynabo","PR","PR-GB"
"PR","Gurabo","PR","PR-GR"
"PR","Hatillo","PR","PR-HA"
